ID,Name,SpriteURL,BallType,TYPE,HP,ATK,DEF,SPATK,SPDEF,SPD
10109,geodude-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10109.png,pokeball,rock/electric,40,80,100,30,30,20
10110,graveler-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10110.png,pokeball,rock/electric,55,95,115,45,45,35
10111,golem-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10111.png,pokeball,rock/electric,80,120,130,55,65,45
10112,grimer-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10112.png,pokeball,poison/dark,80,80,50,40,50,25
10113,muk-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10113.png,pokeball,poison/dark,105,105,75,65,100,50
10114,exeggutor-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10114.png,pokeball,grass/dragon,95,105,85,125,75,45
10115,marowak-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10115.png,pokeball,fire/ghost,60,80,110,50,80,45
10161,meowth-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10161.png,pokeball,steel,50,65,55,40,40,40
10162,ponyta-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10162.png,pokeball,psychic,50,85,55,65,65,90
10163,rapidash-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10163.png,pokeball,psychic/fairy,65,100,70,80,80,105
10164,slowpoke-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10164.png,pokeball,psychic,90,65,65,40,40,15
10165,slowbro-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10165.png,pokeball,poison/psychic,95,100,95,100,70,30
10166,farfetchd-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10166.png,pokeball,fighting,52,95,55,58,62,55
10167,weezing-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10167.png,pokeball,poison/fairy,65,90,120,85,70,60
10169,articuno-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10169.png,masterball,psychic/flying,90,85,85,125,100,95
10170,zapdos-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10170.png,masterball,fighting/flying,90,125,90,85,90,100
10171,moltres-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10171.png,masterball,dark/flying,90,85,90,100,125,90
10172,slowking-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10172.png,pokeball,poison/psychic,95,65,80,110,110,30
10173,corsola-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10173.png,pokeball,ghost,60,55,100,65,100,30
10174,zigzagoon-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10174.png,pokeball,dark/normal,38,30,41,30,41,60
10175,linoone-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10175.png,pokeball,dark/normal,78,70,61,50,61,100
10176,darumaka-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10176.png,pokeball,ice,70,90,45,15,45,50
10179,yamask-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10179.png,pokeball,ground/ghost,38,55,85,30,65,30
10180,stunfisk-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10180.png,pokeball,ground/steel,109,81,99,66,84,32
10229,growlithe-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10229.png,pokeball,fire/rock,60,75,45,65,50,55
10230,arcanine-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10230.png,pokeball,fire/rock,95,115,80,95,80,90
10231,voltorb-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10231.png,pokeball,electric/grass,40,30,50,55,55,100
10232,electrode-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10232.png,pokeball,electric/grass,60,50,70,80,80,150
10233,typhlosion-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10233.png,pokeball,fire/ghost,73,84,78,119,85,95
10234,qwilfish-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10234.png,pokeball,dark/poison,65,95,85,55,55,85
10235,sneasel-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10235.png,pokeball,fighting/poison,55,95,55,35,75,115
10236,samurott-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10236.png,pokeball,water/dark,90,108,80,100,65,85
10237,lilligant-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10237.png,pokeball,grass/fighting,70,105,75,50,75,105
10238,zorua-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10238.png,pokeball,normal/ghost,35,60,40,85,40,70
10239,zoroark-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10239.png,pokeball,normal/ghost,55,100,60,125,60,110
10240,braviary-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10240.png,pokeball,psychic/flying,110,83,70,112,70,65
10241,sliggoo-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10241.png,pokeball,steel/dragon,58,75,83,83,113,40
10242,goodra-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10242.png,pokeball,steel/dragon,80,100,100,110,150,60
10243,avalugg-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10243.png,pokeball,ice/rock,95,127,184,34,36,38
10244,decidueye-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10244.png,pokeball,grass/fighting,88,112,80,95,95,60
10253,wooper-paldea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10253.png,pokeball,poison/ground,55,45,45,25,25,15
